Paths,Real labels
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada basalis/Nomada-basalis_f_Ferrals-les-Corbieres-11_16-VI-2021_IMG_9839.JPG,Nomada basalis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada basalis/Nomada-basalis_f_Ferrals-les-Corbieres-11_16-VI-2021_IMG_9829.JPG,Nomada basalis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada basalis/Nomada-basalis_f_Ferrals-les-Corbieres-11_19-VI-2021_IMG_1179.JPG,Nomada basalis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada basalis/Nomada-basalis_f_Ferrals-les-Corbieres-11_16-VI-2021_IMG_9827.JPG,Nomada basalis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada basalis/Nomada-basalis_f_Ferrals-les-Corbieres-11_16-VI-2021_IMG_9837.JPG,Nomada basalis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada basalis/Nomada-basalis-&&_m_Ferrals-les-Corbieres-11_21-VI-2021_IMG_1664.JPG,Nomada basalis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada basalis/Nomada-basalis_f_Ferrals-les-Corbieres-11_19-VI-2021_IMG_1178.JPG,Nomada basalis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada basalis/Nomada-basalis_f_Ferrals-les-Corbieres-11_16-VI-2021_IMG_0496.JPG,Nomada basalis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada basalis/Nomada-basalis_f_Ferrals-les-Corbieres-11_19-VI-2021_IMG_1106.JPG,Nomada basalis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada basalis/Nomada-basalis_f_Ferrals-les-Corbieres-11_19-VI-2021_IMG_1107.JPG,Nomada basalis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada basalis/Nomada-basalis_f_Ferrals-les-Corbieres-11_19-VI-2021_IMG_1168.JPG,Nomada basalis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada basalis/Nomada-basalis_f_Ferrals-les-Corbieres-11_16-VI-2021_IMG_9831.JPG,Nomada basalis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada basalis/Nomada-basalis_f_Ferrals-les-Corbieres-11_19-VI-2021_IMG_1167.JPG,Nomada basalis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada basalis/Nomada-basalis_f_Ferrals-les-Corbieres-11_16-VI-2021_IMG_9828.JPG,Nomada basalis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada basalis/Nomada-basalis_f_Ferrals-les-Corbieres-11_19-VI-2021_IMG_1100.JPG,Nomada basalis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada basalis/Nomada-basalis_f_Ferrals-les-Corbieres-11_16-VI-2021_IMG_9832.JPG,Nomada basalis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada basalis/Nomada-basalis_f_Ferrals-les-Corbieres-11_19-VI-2021_IMG_1113.JPG,Nomada basalis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada basalis/Nomada-basalis_f_Ferrals-les-Corbieres-11_19-VI-2021_IMG_1105.JPG,Nomada basalis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada basalis/Nomada-basalis_f_Ferrals-les-Corbieres-11_19-VI-2021_IMG_1176.JPG,Nomada basalis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada goodeniana/Nomada-goodeniana_f_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7945.JPG,Nomada goodeniana
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada goodeniana/Nomada-goodeniana_f_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7948.JPG,Nomada goodeniana
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada goodeniana/Nomada-goodeniana_f_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7950.JPG,Nomada goodeniana
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada goodeniana/Nomada-goodeniana_f_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7947.JPG,Nomada goodeniana
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Nomada goodeniana/Nomada-goodeniana_f_Ferrals-les-Corbieres-11_05-VI-2021_IMG_7955.JPG,Nomada goodeniana
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum nitidulum/Dialictus-nitidulum_f_Prades-09_07-VI-2021_IMG_8108.JPG,Lasioglossum nitidulum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum nitidulum/Dialictus-nitidulum_f_Prades-09_07-VI-2021_IMG_8128.JPG,Lasioglossum nitidulum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum nitidulum/Dialictus-nitidulum_f_Prades-09_07-VI-2021_IMG_8098.JPG,Lasioglossum nitidulum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum nitidulum/Dialictus-nitidulum_f_Prades-09_07-VI-2021_IMG_8094.JPG,Lasioglossum nitidulum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum nitidulum/Dialictus-nitidulum_f_Prades-09_07-VI-2021_IMG_8119.JPG,Lasioglossum nitidulum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum nitidulum/Dialictus-nitidulum_f_Prades-09_07-VI-2021_IMG_8088.JPG,Lasioglossum nitidulum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum nitidulum/Dialictus-nitidulum_f_Prades-09_07-VI-2021_IMG_8086.JPG,Lasioglossum nitidulum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum nitidulum/Dialictus-nitidulum_f_Prades-09_07-VI-2021_IMG_8112.JPG,Lasioglossum nitidulum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum nitidulum/Dialictus-nitidulum_f_Prades-09_07-VI-2021_IMG_8121.JPG,Lasioglossum nitidulum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum nitidulum/Dialictus-nitidulum_f_Prades-09_07-VI-2021_IMG_8096.JPG,Lasioglossum nitidulum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum nitidulum/Dialictus-nitidulum_f_Prades-09_07-VI-2021_IMG_8125.JPG,Lasioglossum nitidulum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia bicornis/Osmia-bicornis_m_Sinsat-09_26-III-2021_IMG_4169.JPG,Osmia bicornis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Osmia bicornis/Osmia-bicornis_m_Sinsat-09_26-III-2021_IMG_4168.JPG,Osmia bicornis
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_f_Ferrals-les-Corbieres-11_10-VII-2021_IMG_6227.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_f_Ferrals-les-Corbieres-11_10-VII-2021_IMG_6222.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_f_Ferrals-les-Corbieres-11_10-VII-2021_IMG_6219.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_f_Ferrals-les-Corbieres-11_10-VII-2021_IMG_6238.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_Ferrals-les-Corbieres-11_17-VII-2021_IMG_6800.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_f_Ferrals-les-Corbieres-11_10-VII-2021_IMG_6224.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_Ferrals-les-Corbieres-11_17-VII-2021_IMG_6690.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_f_Ferrals-les-Corbieres-11_10-VII-2021_IMG_6243.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_f_Ferrals-les-Corbieres-11_10-VII-2021_IMG_6189.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_Ferrals-les-Corbieres-11_17-VII-2021_IMG_6693.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_f_Ferrals-les-Corbieres-11_10-VII-2021_IMG_6228.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_m_Ferrals-les-Corbieres-11_10-VII-2021_IMG_6156.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_Ferrals-les-Corbieres-11_17-VII-2021_IMG_6698.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_m_Ferrals-les-Corbieres-11_10-VII-2021_IMG_5550.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_m_Ferrals-les-Corbieres-11_10-VII-2021_IMG_5524.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_f_Ferrals-les-Corbieres-11_10-VII-2021_IMG_6201.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_m_Ferrals-les-Corbieres-11_10-VII-2021_IMG_5544.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_f_Ferrals-les-Corbieres-11_10-VII-2021_IMG_6253.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_f_Ferrals-les-Corbieres-11_10-VII-2021_IMG_6233.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_f_Ferrals-les-Corbieres-11_10-VII-2021_IMG_6135.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_Ferrals-les-Corbieres-11_17-VII-2021_IMG_6815.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_m_Ferrals-les-Corbieres-11_10-VII-2021_IMG_5515.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_f_Ferrals-les-Corbieres-11_10-VII-2021_IMG_6232.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_m_Ferrals-les-Corbieres-11_10-VII-2021_IMG_5491.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_f_Ferrals-les-Corbieres-11_10-VII-2021_IMG_6215.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_f_Ferrals-les-Corbieres-11_10-VII-2021_IMG_6236.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_m_Ferrals-les-Corbieres-11_10-VII-2021_IMG_5543.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_f_Ferrals-les-Corbieres-11_10-VII-2021_IMG_6225.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_f_Ferrals-les-Corbieres-11_10-VII-2021_IMG_6206.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_m_Ferrals-les-Corbieres-11_10-VII-2021_IMG_5498.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_f_Ferrals-les-Corbieres-11_10-VII-2021_IMG_6196.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_m_Ferrals-les-Corbieres-11_10-VII-2021_IMG_5500.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_f_Ferrals-les-Corbieres-11_10-VII-2021_IMG_6218.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_f_Ferrals-les-Corbieres-11_10-VII-2021_IMG_6198.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_f_Ferrals-les-Corbieres-11_10-VII-2021_IMG_6223.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_f_Ferrals-les-Corbieres-11_10-VII-2021_IMG_6254.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_Ferrals-les-Corbieres-11_17-VII-2021_IMG_6791.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_f_Ferrals-les-Corbieres-11_10-VII-2021_IMG_6234.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_Ferrals-les-Corbieres-11_17-VII-2021_IMG_6841.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_m_Ferrals-les-Corbieres-11_10-VII-2021_IMG_5513.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_f_Ferrals-les-Corbieres-11_10-VII-2021_IMG_6180.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_Ferrals-les-Corbieres-11_21-VI-2021_IMG_2608.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_m_Ferrals-les-Corbieres-11_10-VII-2021_IMG_5527.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_Ferrals-les-Corbieres-11_17-VII-2021_IMG_6842.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_f_Ferrals-les-Corbieres-11_10-VII-2021_IMG_6187.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_f_Ferrals-les-Corbieres-11_10-VII-2021_IMG_6242.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Epeolus julliani/Epeolus-julliani_f_Ferrals-les-Corbieres-11_10-VII-2021_IMG_6204.JPG,Epeolus julliani
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus scabiosae/Halictus-scabiosae_f_Torreilles-66_26-VI-2021_IMG_3084.JPG,Halictus scabiosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus scabiosae/Halictus-scabiosae_f_Torreilles-66_26-VI-2021_IMG_3096.JPG,Halictus scabiosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Halictus scabiosae/Halictus-scabiosae_f_Torreilles-66_26-VI-2021_IMG_3079.JPG,Halictus scabiosae
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Bombus monticola/Bombus-monticola_f_Ax-les-Thermes-09_23-VII-2021_IMG_7893.JPG,Bombus monticola
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Bombus monticola/Bombus-monticola_f_Ax-les-Thermes-09_23-VII-2021_IMG_7902.JPG,Bombus monticola
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Bombus monticola/Bombus-monticola_f_Ax-les-Thermes-09_23-VII-2021_IMG_7891.JPG,Bombus monticola
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Bombus terrestris/Bombus-terrestris_m_Ferrals-les-Corbieres-11_27-mai-2021_IMG_4608.JPG,Bombus terrestris
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum bimaculatum/Lasioglossum-bimaculatum_f_Ferrals-les-Corbieres-11_23-IV-2021_IMG_7160.JPG,Lasioglossum bimaculatum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum bimaculatum/Lasioglossum-bimaculatum_f_Ferrals-les-Corbieres-11_23-IV-2021_IMG_7129.JPG,Lasioglossum bimaculatum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum bimaculatum/Lasioglossum-bimaculatum_f_Ferrals-les-Corbieres-11_23-IV-2021_IMG_7132.JPG,Lasioglossum bimaculatum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Lasioglossum bimaculatum/Lasioglossum-bimaculatum_f_Ferrals-les-Corbieres-11_23-IV-2021_IMG_7165.JPG,Lasioglossum bimaculatum
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena florea/Andrena-florea_Sinsat-09_14-V-2017_IMG_2341.JPG,Andrena florea
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena florea/Andrena-florea_Sinsat-09_12-V-2019_IMG_3826.JPG,Andrena florea
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena florea/Andrena-florea_Sinsat-09_19-V-2018_IMG_1072.JPG,Andrena florea
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena florea/Andrena-florea_Sinsat-09_14-V-2017_IMG_2360.JPG,Andrena florea
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena florea/Andrena-florea_Sinsat-09_14-V-2017_IMG_2349.JPG,Andrena florea
/home/basile/Documents/projet_bees_detection_basile/data_bees_detection/whole_dataset_cropped/HS/Andrena florea/Andrena-florea_Sinsat-09_14-V-2017_IMG_2357.JPG,Andrena florea
